date,open,high,low,close,volume,trend,Return,Next_Return,Next_Return_T2,total,pos,neg,DMSI
2021-02-16,31522.75,31608.63086,31443.48047,31472.08008,329210000,up,0.001632017603849123,0.00042988261232213,0.002318209221205736,36,17,1,0.4444444444444444
2021-02-17,31613.01953,31643.69922,31338.75977,31485.60938,343510000,up,0.00042988261232213,0.002318209221205736,-0.0017259558622094717,50,20,11,0.18
2021-02-18,31493.33984,31558.59961,31285.32031,31558.59961,325990000,up,0.002318209221205736,-0.0017259558622094717,-0.0039046219223329848,56,19,9,0.17857142857142858
2021-02-19,31494.32031,31647.5293,31469.33984,31504.13086,353070000,down,-0.0017259558622094717,-0.0039046219223329848,0.003848539928139827,28,20,0,0.7142857142857143
2021-02-22,31521.68945,31653.48047,31286.57031,31381.11914,387210000,down,-0.0039046219223329848,0.003848539928139827,-6.795242943169466e-05,33,12,13,-0.030303030303030304
2021-02-23,31537.34961,31653.38086,31158.75977,31501.89063,460410000,up,0.003848539928139827,-6.795242943169466e-05,0.014482319700950042,39,22,4,0.46153846153846156
2021-02-24,31961.85938,32009.64063,31421.28906,31499.75,410150000,down,-6.795242943169466e-05,0.014482319700950042,-0.017356723023832177,49,21,9,0.24489795918367346
2021-02-25,31402.00977,31984.76953,31293.32031,31955.93945,454110000,up,0.014482319700950042,-0.017356723023832177,-0.010680729359841101,64,30,13,0.265625
2021-02-26,30932.36914,31450.89063,30911.36914,31401.28906,532250000,down,-0.017356723023832177,-0.010680729359841101,0.015112027789515592,57,31,14,0.2982456140350877
2021-03-01,31535.50977,31668.33984,31065.90039,31065.90039,385670000,down,-0.010680729359841101,0.015112027789515592,-0.005784241788647004,50,39,1,0.76
2021-03-02,31391.51953,31623.26953,31377.16016,31535.36914,337270000,up,0.015112027789515592,-0.005784241788647004,-0.0020397170819810295,37,20,9,0.2972972972972973
2021-03-03,31270.08984,31563.31055,31260.14063,31352.96094,409660000,down,-0.005784241788647004,-0.0020397170819810295,-0.008304196326760271,47,23,7,0.3404255319148936
2021-03-04,30924.14063,31461.9707,30547.5293,31289.00977,537850000,down,-0.0020397170819810295,-0.008304196326760271,0.015565048925726188,45,25,6,0.4222222222222222
2021-03-05,31496.30078,31580.33008,30766.81055,31029.17969,501810000,down,-0.008304196326760271,0.015565048925726188,0.012065162652963757,54,32,9,0.42592592592592593
2021-03-08,31802.43945,32148.03906,31512.15039,31512.15039,496980000,up,0.015565048925726188,0.012065162652963757,0.0004581452974985467,42,24,8,0.38095238095238093
2021-03-09,31832.74023,32150.32031,31822.64063,31892.34961,458690000,up,0.012065162652963757,0.0004581452974985467,0.014026376903822912,55,35,2,0.6
2021-03-10,32297.01953,32389.5,31906.96094,31906.96094,409110000,up,0.0004581452974985467,0.014026376903822912,0.00333494228005371,48,22,11,0.22916666666666666
2021-03-11,32485.58984,32661.58984,32345.69922,32354.5,400020000,up,0.014026376903822912,0.00333494228005371,0.010363973272403015,55,25,7,0.32727272727272727
2021-03-12,32778.64063,32793.32031,32462.40039,32462.40039,346400000,up,0.00333494228005371,0.010363973272403015,0.005119393271807882,33,18,3,0.45454545454545453
2021-03-15,32953.46094,32973.39844,32629.75,32798.83984,360080000,up,0.010363973272403015,0.005119393271807882,-0.004284027694571146,29,15,3,0.41379310344827586
2021-03-16,32825.94922,32966.75,32778.23047,32966.75,386370000,up,0.005119393271807882,-0.004284027694571146,0.0031268546993199475,43,18,5,0.3023255813953488
2021-03-17,33015.37109,33047.57813,32782.17969,32825.51953,391200000,down,-0.004284027694571146,0.0031268546993199475,-0.002119789859525434,34,19,2,0.5
2021-03-18,32862.30078,33227.78125,32831.25,32928.16016,418480000,up,0.0031268546993199475,-0.002119789859525434,-0.007807421759351452,42,19,12,0.16666666666666666
2021-03-19,32627.9707,32858.35938,32505.07031,32858.35938,811890000,down,-0.002119789859525434,-0.007807421759351452,0.002750757140161708,46,18,9,0.1956521739130435
2021-03-22,32731.19922,32810.35156,32512.5293,32601.82031,383500000,down,-0.007807421759351452,0.002750757140161708,-0.006748516892770229,24,10,5,0.20833333333333334
2021-03-23,32423.15039,32753.76953,32356.2793,32691.5,385840000,up,0.002750757140161708,-0.006748516892770229,-0.0038209714893457924,40,17,9,0.2
2021-03-24,32420.06055,32787.98828,32418.15039,32470.88086,399390000,down,-0.006748516892770229,-0.0038209714893457924,0.010333623449005014,65,28,15,0.2
2021-03-25,32619.48047,32672.68945,32071.41016,32346.81055,411990000,down,-0.0038209714893457924,0.010333623449005014,0.012437795523349893,59,26,12,0.23728813559322035
2021-03-26,33072.87891,33098.82813,32681.07031,32681.07031,382170000,up,0.010333623449005014,0.012437795523349893,0.0012188309212775028,50,21,10,0.22
2021-03-29,33171.37109,33259.0,32905.12891,33087.55078,351610000,up,0.012437795523349893,0.0012188309212775028,-0.00035739837229431526,51,26,16,0.19607843137254902
2021-03-30,33066.96094,33170.92969,32988.92188,33127.87891,307510000,up,0.0012188309212775028,-0.00035739837229431526,-0.0018559263651261038,43,23,11,0.27906976744186046
2021-03-31,32981.55078,33173.76953,32980.57031,33116.03906,414140000,down,-0.00035739837229431526,-0.0018559263651261038,0.005076476224868287,53,30,6,0.4528301886792453
2021-04-01,33153.21094,33167.17188,32985.35156,33054.57813,311880000,down,-0.0018559263651261038,0.005076476224868287,0.008357036103649573,34,23,5,0.5294117647058824
2021-04-05,33527.19141,33617.94922,33222.37891,33222.37891,344270000,up,0.005076476224868287,0.008357036103649573,-0.001642956057106404,44,21,6,0.3409090909090909
2021-04-06,33430.23828,33544.78906,33380.42969,33500.01953,297940000,up,0.008357036103649573,-0.001642956057106404,0.000744810122473849,57,34,7,0.47368421052631576
2021-04-07,33446.26172,33521.76172,33347.96094,33444.98047,273440000,down,-0.001642956057106404,0.000744810122473849,0.0016821321773168307,23,12,4,0.34782608695652173
2021-04-08,33503.57031,33506.80078,33342.64063,33469.89063,304040000,up,0.000744810122473849,0.0016821321773168307,0.007423067444689568,41,21,4,0.4146341463414634
2021-04-09,33800.60156,33810.87109,33526.19141,33526.19141,316410000,up,0.0016821321773168307,0.007423067444689568,-0.0015958056699258982,39,21,5,0.41025641025641024
2021-04-12,33745.39844,33786.19141,33665.53906,33775.05859,327370000,up,0.007423067444689568,-0.0015958056699258982,-0.0015483138703492605,51,22,4,0.35294117647058826
2021-04-13,33677.26953,33741.64063,33545.83984,33721.16016,324480000,down,-0.0015958056699258982,-0.0015483138703492605,0.00355170068476518,42,19,5,0.3333333333333333
2021-04-14,33730.89063,33911.25,33668.94922,33668.94922,315330000,down,-0.0015483138703492605,0.00355170068476518,0.007979894361344941,71,40,5,0.49295774647887325
2021-04-15,34035.98828,34068.73047,33788.53125,33788.53125,319680000,up,0.00355170068476518,0.007979894361344941,0.0036472536806579914,49,26,6,0.40816326530612246
2021-04-16,34200.67188,34256.75,34058.16016,34058.16016,343760000,up,0.007979894361344941,0.0036472536806579914,-0.004335544357231602,49,21,6,0.30612244897959184
2021-04-19,34077.62891,34182.37891,33980.55859,34182.37891,312540000,up,0.0036472536806579914,-0.004335544357231602,-0.006636825451866835,56,24,8,0.2857142857142857
2021-04-20,33821.30078,34034.17969,33687.01172,34034.17969,350960000,down,-0.004335544357231602,-0.006636825451866835,0.008920239202864888,59,25,15,0.1694915254237288
2021-04-21,34137.30859,34160.33984,33773.80078,33808.30078,290300000,down,-0.006636825451866835,0.008920239202864888,-0.008952227030934456,37,22,2,0.5405405405405406
2021-04-22,33815.89844,34126.57031,33717.19141,34109.87891,344470000,up,0.008920239202864888,-0.008952227030934456,0.00709109146743736,69,27,12,0.21739130434782608
2021-04-23,34043.48828,34157.57031,33713.28906,33804.51953,346380000,down,-0.008952227030934456,0.00709109146743736,-0.003292821087519826,51,22,6,0.3137254901960784
2021-04-26,33981.57031,34148.94141,33941.37109,34044.23047,279300000,up,0.00709109146743736,-0.003292821087519826,-0.0021120976579480644,35,15,7,0.22857142857142856
2021-04-27,33984.92969,34043.98047,33870.46094,33932.12891,289030000,down,-0.003292821087519826,-0.0021120976579480644,-0.00014235807387674715,54,16,9,0.12962962962962962
2021-04-28,33820.37891,33946.60156,33805.55859,33860.46094,335820000,down,-0.0021120976579480644,-0.00014235807387674715,0.00393167482649992,86,30,29,0.011627906976744186
2021-04-29,34060.35938,34087.21094,33744.28125,33855.64063,408450000,down,-0.00014235807387674715,0.00393167482649992,-0.002467268434408365,59,30,7,0.3898305084745763
2021-04-30,33874.85156,33988.75,33784.96094,33988.75,374890000,up,0.00393167482649992,-0.002467268434408365,0.005170598894216338,59,23,10,0.22033898305084745
2021-05-03,34113.23047,34221.05859,33904.89063,33904.89063,289770000,down,-0.002467268434408365,0.005170598894216338,0.0024585848063594096,33,16,5,0.3333333333333333
2021-05-04,34133.03125,34147.78125,33765.67969,34080.19922,407860000,up,0.005170598894216338,0.0024585848063594096,0.002374462235941399,49,23,13,0.20408163265306123
2021-05-05,34230.33984,34331.19922,34039.66016,34163.98828,253180000,up,0.0024585848063594096,0.002374462235941399,0.009728692827436936,52,27,8,0.36538461538461536
2021-05-06,34548.53125,34561.28906,34185.05859,34245.10938,315430000,up,0.002374462235941399,0.009728692827436936,0.005986418719433173,38,22,5,0.4473684210526316
2021-05-07,34777.76172,34811.39063,34464.30859,34578.26953,303400000,up,0.009728692827436936,0.005986418719433173,-0.006109806043523847,31,15,4,0.3548387096774194
2021-05-10,34742.82031,35091.55859,34741.57031,34785.26953,361620000,up,0.005986418719433173,-0.006109806043523847,-0.0105962055140979,38,15,4,0.2894736842105263
2021-05-11,34269.16016,34572.73828,34075.30859,34572.73828,413180000,down,-0.006109806043523847,-0.0105962055140979,-0.017004425678437518,37,18,10,0.21621621621621623
2021-05-12,33587.66016,34207.87109,33555.21875,34206.39844,381350000,down,-0.0105962055140979,-0.017004425678437518,0.012672845107420727,36,13,7,0.16666666666666666
2021-05-13,34021.44922,34181.76953,33623.48828,33624.73828,350820000,down,-0.017004425678437518,0.012672845107420727,0.00952779712192986,40,22,7,0.375
2021-05-14,34382.12891,34454.05078,34050.85938,34050.85938,303230000,up,0.012672845107420727,0.00952779712192986,-0.0007013575931804628,52,25,8,0.3269230769230769
2021-05-17,34327.78906,34383.83984,34176.64844,34375.28906,291910000,up,0.00952779712192986,-0.0007013575931804628,-0.01180079122924571,44,14,11,0.06818181818181818
2021-05-18,34060.66016,34408.98828,34044.10156,34351.17969,289590000,down,-0.0007013575931804628,-0.01180079122924571,-0.0011638494306375202,57,20,15,0.08771929824561403
2021-05-19,33896.03906,33945.80859,33473.80078,33945.80859,348480000,down,-0.01180079122924571,-0.0011638494306375202,0.006358976799001992,44,16,8,0.18181818181818182
2021-05-20,34084.14844,34233.39844,33872.41016,33906.30078,320150000,down,-0.0011638494306375202,0.006358976799001992,0.003867337126826298,34,19,3,0.47058823529411764
2021-05-21,34207.83984,34415.48047,34121.91016,34121.91016,306360000,up,0.006358976799001992,0.003867337126826298,0.005102753774624436,27,17,4,0.48148148148148145
2021-05-24,34393.98047,34472.51172,34253.87109,34253.87109,251010000,up,0.003867337126826298,0.005102753774624436,-0.002681496159622765,35,22,6,0.45714285714285713
2021-05-25,34312.46094,34511.35156,34266.03125,34428.66016,285760000,up,0.005102753774624436,-0.002681496159622765,0.002799626006963374,33,18,1,0.5151515151515151
2021-05-26,34323.05078,34409.58984,34271.44141,34336.33984,258780000,down,-0.002681496159622765,0.002799626006963374,0.0036602443732705048,44,17,2,0.3409090909090909
2021-05-27,34464.64063,34608.82031,34389.23828,34432.46875,520630000,up,0.002799626006963374,0.0036602443732705048,0.000743417972423499,45,15,6,0.2
2021-05-28,34529.44922,34631.10938,34520.08984,34558.5,290850000,up,0.0036602443732705048,0.000743417972423499,0.0008798725301757404,43,25,10,0.3488372093023256
2021-06-01,34575.30859,34849.32031,34542.87109,34584.19141,287700000,up,0.000743417972423499,0.0008798725301757404,-0.0018579576483817029,40,22,5,0.425
2021-06-02,34600.37891,34706.64844,34545.96094,34614.62109,263810000,up,0.0008798725301757404,-0.0018579576483817029,0.001979224579770955,37,26,3,0.6216216216216216
2021-06-03,34577.03906,34667.41016,34334.41016,34550.30859,297380000,down,-0.0018579576483817029,0.001979224579770955,0.0042609296883300285,36,18,0,0.5
2021-06-04,34756.39063,34772.12109,34618.69141,34618.69141,270050000,up,0.001979224579770955,0.0042609296883300285,-0.0034619654348284623,37,20,4,0.43243243243243246
2021-06-07,34630.23828,34820.91016,34574.51172,34766.19922,259120000,up,0.0042609296883300285,-0.0034619654348284623,-0.0005680243310851596,40,21,6,0.375
2021-06-08,34599.82031,34665.37891,34452.94141,34645.83984,289440000,down,-0.0034619654348284623,-0.0005680243310851596,-0.003570954429501949,31,11,7,0.12903225806451613
2021-06-09,34447.14063,34654.67188,34439.37109,34626.16016,245100000,down,-0.0005680243310851596,-0.003570954429501949,-7.834589034960704e-05,33,12,5,0.21212121212121213
2021-06-10,34466.23828,34737.78906,34447.25,34502.51172,309310000,down,-0.003570954429501949,-7.834589034960704e-05,-0.0007909916348901591,53,22,9,0.24528301886792453
2021-06-11,34479.60156,34618.08984,34328.64844,34499.80859,260840000,down,-7.834589034960704e-05,-0.0007909916348901591,-0.002187770752711038,28,12,5,0.25
2021-06-14,34393.75,34472.51953,34211.53906,34472.51953,295530000,down,-0.0007909916348901591,-0.002187770752711038,-0.0025764115573928548,25,18,0,0.72
2021-06-15,34299.32813,34420.37891,34199.16016,34397.10156,272430000,down,-0.002187770752711038,-0.0025764115573928548,-0.008572270061834142,29,15,5,0.3448275862068966
2021-06-16,34033.67188,34333.25,33917.10938,34308.48047,347150000,down,-0.0025764115573928548,-0.008572270061834142,-0.011515121032677378,38,16,8,0.21052631578947367
2021-06-17,33823.44922,34091.78906,33626.60938,34014.37891,354690000,down,-0.008572270061834142,-0.011515121032677378,-0.009238666650987604,36,17,4,0.3611111111111111
2021-06-18,33290.07813,33622.69922,33271.92969,33622.69922,563920000,down,-0.011515121032677378,-0.009238666650987604,0.0168253811541621,38,17,5,0.3157894736842105
2021-06-21,33876.96875,33908.08984,33312.07031,33312.07031,317260000,down,-0.009238666650987604,0.0168253811541621,0.002243127568828829,50,29,5,0.48
2021-06-22,33945.57813,34040.69922,33751.05859,33872.55859,284130000,up,0.0168253811541621,0.002243127568828829,-0.0004309139775985349,29,17,4,0.4482758620689655
2021-06-23,33874.23828,34009.39844,33869.82813,33948.53906,255280000,up,0.002243127568828829,-0.0004309139775985349,0.01161644497027825,34,17,7,0.29411764705882354
2021-06-24,34196.82031,34233.01953,33933.91016,33933.91016,275870000,down,-0.0004309139775985349,0.01161644497027825,0.002913065257198033,57,29,3,0.45614035087719296
2021-06-25,34433.83984,34501.01953,34314.80078,34328.10156,432550000,up,0.01161644497027825,0.002913065257198033,-0.002591224202255993,46,29,0,0.6304347826086957
2021-06-28,34283.26953,34449.64844,34186.12891,34428.10156,280280000,up,0.002913065257198033,-0.002591224202255993,-0.0014022686556430797,39,19,7,0.3076923076923077
2021-06-29,34292.28906,34469.82813,34266.82813,34338.89063,282360000,down,-0.002591224202255993,-0.0014022686556430797,0.006316050364139514,37,18,7,0.2972972972972973
2021-06-30,34502.51172,34553.16016,34245.48047,34290.73828,295560000,down,-0.0014022686556430797,0.006316050364139514,0.0039151568069122344,36,23,2,0.5833333333333334
2021-07-01,34633.53125,34640.28125,34498.85156,34507.32031,268280000,up,0.006316050364139514,0.0039151568069122344,0.004264663726796014,54,25,4,0.3888888888888889
2021-07-02,34786.35156,34821.92969,34613.48828,34642.42188,301860000,up,0.0039151568069122344,0.004264663726796014,-0.005346002408285533,28,14,1,0.4642857142857143
2021-07-06,34577.37109,34814.19922,34358.42188,34790.16016,348430000,up,0.004264663726796014,-0.005346002408285533,-0.0010160670835276386,24,8,3,0.20833333333333334
2021-07-07,34681.78906,34708.78125,34435.58984,34604.17188,302700000,down,-0.005346002408285533,-0.0010160670835276386,-0.003225432098062919,33,17,6,0.3333333333333333
2021-07-08,34421.92969,34569.01172,34145.58984,34569.01172,335690000,down,-0.0010160670835276386,-0.003225432098062919,0.01100596825103528,39,20,7,0.3333333333333333
2021-07-09,34870.16016,34893.71875,34457.51172,34457.51172,301750000,down,-0.003225432098062919,0.01100596825103528,0.003536809260335616,33,16,4,0.36363636363636365
2021-07-12,34996.17969,35014.89844,34730.14844,34836.75,294800000,up,0.01100596825103528,0.003536809260335616,-0.001119360804411551,33,19,3,0.48484848484848486
2021-07-13,34888.78906,35018.78906,34876.89063,34959.96094,322430000,up,0.003536809260335616,-0.001119360804411551,0.00011398526934081055,47,24,7,0.3617021276595745
2021-07-14,34933.23047,35069.17969,34826.87109,34920.82813,344340000,down,-0.001119360804411551,0.00011398526934081055,0.0023803371687998176,35,20,5,0.42857142857142855
2021-07-15,34987.01953,34990.41016,34762.87109,34924.80859,320450000,up,0.00011398526934081055,0.0023803371687998176,-0.013695776463538034,46,18,8,0.21739130434782608
2021-07-16,34687.85156,35090.01172,34647.82031,35007.94141,322980000,up,0.0023803371687998176,-0.013695776463538034,-0.01583305730685114,42,19,11,0.19047619047619047
2021-07-19,33962.03906,34528.48047,33741.76172,34528.48047,440440000,down,-0.013695776463538034,-0.01583305730685114,0.016925885773242832,58,18,26,-0.13793103448275862
2021-07-20,34511.98828,34621.78906,33981.78906,33981.78906,387020000,down,-0.01583305730685114,0.016925885773242832,0.007023729616195906,40,23,4,0.475
2021-07-21,34798.0,34820.23828,34556.96094,34556.96094,317090000,up,0.016925885773242832,0.007023729616195906,0.0015928218447347486,56,34,9,0.44642857142857145
2021-07-22,34823.35156,34879.28125,34673.03125,34799.67969,291610000,up,0.007023729616195906,0.0015928218447347486,0.005759557309413799,49,16,7,0.1836734693877551
2021-07-23,35061.55078,35095.32813,34855.10938,34855.10938,314040000,up,0.0015928218447347486,0.005759557309413799,0.000657209961685945,51,32,4,0.5490196078431373
2021-07-26,35144.30859,35150.37109,34950.19141,35055.85938,259790000,up,0.005759557309413799,0.000657209961685945,0.0008851697567731076,39,18,6,0.3076923076923077
2021-07-27,35058.51953,35078.89844,34878.07031,35078.89844,326610000,up,0.000657209961685945,0.0008851697567731076,-0.0035306499369526234,48,20,12,0.16666666666666666
2021-07-28,34930.92969,35116.37109,34876.83984,35109.94922,347170000,up,0.0008851697567731076,-0.0035306499369526234,0.0007795532251864135,38,15,8,0.18421052631578946
2021-07-29,35084.53125,35171.51953,34985.98828,34985.98828,222680000,down,-0.0035306499369526234,0.0007795532251864135,-0.0012767485176756743,52,19,12,0.1346153846153846
2021-07-30,34935.46875,35106.30078,34871.12891,35013.26172,276410000,up,0.0007795532251864135,-0.0012767485176756743,-0.0029871700239274546,46,14,12,0.043478260869565216
2021-08-02,34838.16016,35192.10938,34808.19922,34968.55859,238620000,down,-0.0012767485176756743,-0.0029871700239274546,0.005258699974943326,32,17,4,0.40625
2021-08-03,35116.39844,35120.94141,34714.32813,34864.10156,259820000,down,-0.0029871700239274546,0.005258699974943326,-0.006614806122019812,44,24,4,0.45454545454545453
2021-08-04,34792.67188,35047.44141,34790.62109,35047.44141,245300000,up,0.005258699974943326,-0.006614806122019812,0.007520535606376777,31,13,4,0.2903225806451613
2021-08-05,35064.25,35067.53906,34815.60938,34815.60938,216580000,down,-0.006614806122019812,0.007520535606376777,0.004339839620018715,40,21,5,0.4
2021-08-06,35208.51172,35246.78906,35077.44141,35077.44141,231570000,up,0.007520535606376777,0.004339839620018715,-0.0026823979605000714,30,8,4,0.13333333333333333
2021-08-09,35101.85156,35229.67188,35041.23828,35229.67188,207850000,up,0.004339839620018715,-0.0026823979605000714,0.00471660564422427,34,15,8,0.20588235294117646
2021-08-10,35264.67188,35285.16016,35091.91016,35135.17188,255040000,down,-0.0026823979605000714,0.00471660564422427,0.005128787879536745,35,14,5,0.2571428571428571
2021-08-11,35484.96875,35501.16016,35300.89063,35300.89063,232800000,up,0.00471660564422427,0.005128787879536745,0.0019620454020699007,34,22,4,0.5294117647058824
2021-08-12,35499.85156,35510.76953,35352.53125,35481.94141,231600000,up,0.005128787879536745,0.0019620454020699007,-0.0017082362182871957,42,21,3,0.42857142857142855
2021-08-13,35515.37891,35610.57031,35474.78125,35551.55859,236790000,up,0.0019620454020699007,-0.0017082362182871957,0.0002587595298244594,49,28,6,0.4489795918367347
2021-08-16,35625.39844,35631.19141,35231.87109,35490.82813,292590000,down,-0.0017082362182871957,0.0002587595298244594,-0.0053468292207087265,52,19,14,0.09615384615384616
2021-08-17,35343.28125,35500.01172,35120.30859,35500.01172,309410000,up,0.0002587595298244594,-0.0053468292207087265,-0.012334321233546386,46,16,10,0.13043478260869565
2021-08-18,34960.69141,35356.80078,34943.41016,35310.19922,289800000,down,-0.0053468292207087265,-0.012334321233546386,0.0012412750476606949,38,16,9,0.18421052631578946
2021-08-19,34894.12109,34997.80859,34690.25,34874.67188,333550000,down,-0.012334321233546386,0.0012412750476606949,0.0069593929157996115,26,10,5,0.19230769230769232
2021-08-20,35120.07813,35177.26172,34867.07031,34917.96094,269320000,up,0.0012412750476606949,0.0069593929157996115,0.006306709055051263,28,10,6,0.14285714285714285
2021-08-23,35335.71094,35428.91016,35160.96875,35160.96875,245760000,up,0.0069593929157996115,0.006306709055051263,0.00017100947054826676,28,17,4,0.4642857142857143
2021-08-24,35366.26172,35445.46875,35356.17969,35382.71875,228710000,up,0.006306709055051263,0.00017100947054826676,0.0017211720217726878,40,19,3,0.4
2021-08-25,35405.5,35501.14063,35287.62891,35388.76953,237230000,up,0.00017100947054826676,0.0017211720217726878,-0.006165649786157412,47,22,2,0.425531914893617
2021-08-26,35213.12109,35498.44922,35205.10156,35449.67969,239740000,up,0.0017211720217726878,-0.006165649786157412,0.006831786004917406,52,20,15,0.09615384615384616
2021-08-27,35455.80078,35479.17969,35231.10938,35231.10938,240990000,down,-0.006165649786157412,0.006831786004917406,-0.0022672057305120896,51,27,6,0.4117647058823529
2021-08-30,35399.83984,35510.71094,35374.46094,35471.80078,245390000,up,0.006831786004917406,-0.0022672057305120896,-0.00010816560749826731,23,14,3,0.4782608695652174
2021-08-31,35360.73047,35449.78906,35289.85938,35391.37891,337240000,down,-0.0022672057305120896,-0.00010816560749826731,-0.0009746984247208657,47,23,7,0.3404255319148936
2021-09-01,35312.53125,35407.37109,35287.05078,35387.55078,265520000,down,-0.00010816560749826731,-0.0009746984247208657,0.0013767374575552882,38,23,3,0.5263157894736842
2021-09-02,35443.82031,35475.39844,35348.48047,35353.05859,263370000,down,-0.0009746984247208657,0.0013767374575552882,-0.0008048247817757925,49,27,3,0.4897959183673469
2021-09-03,35369.08984,35422.71094,35269.39844,35401.73047,221370000,up,0.0013767374575552882,-0.0008048247817757925,-0.008079245042192817,33,11,6,0.15151515151515152
2021-09-07,35100.0,35373.23828,35060.89844,35373.23828,289830000,down,-0.0008048247817757925,-0.008079245042192817,-0.002119592379990043,35,17,6,0.3142857142857143
2021-09-08,35031.07031,35175.14844,34925.60938,35087.44922,261880000,down,-0.008079245042192817,-0.002119592379990043,-0.0018132735934920374,49,29,4,0.5102040816326531
